CPUID:,0xA50F00
Processor:,AMD Ryzen 7 5800H
Platform:,Socket FP6 (BGA 1140)
Revision:,CZN-A0
Lithography:,7 nm

* Values should be divided by 1000
Session start:,00:04:36 - December 17 - 2025

Time,Cur. CPU #0 Tdie #0,Min. CPU #0 Tdie #0,Max. CPU #0 Tdie #0,Avg. CPU #0 Tdie #0,Cur. CPU #0 Core #0,Min. CPU #0 Core #0,Max. CPU #0 Core #0,Avg. CPU #0 Core #0,Cur. CPU #0 Core #1,Min. CPU #0 Core #1,Max. CPU #0 Core #1,Avg. CPU #0 Core #1,Cur. CPU #0 Core #2,Min. CPU #0 Core #2,Max. CPU #0 Core #2,Avg. CPU #0 Core #2,Cur. CPU #0 Core #3,Min. CPU #0 Core #3,Max. CPU #0 Core #3,Avg. CPU #0 Core #3,Cur. CPU #0 Core #4,Min. CPU #0 Core #4,Max. CPU #0 Core #4,Avg. CPU #0 Core #4,Cur. CPU #0 Core #5,Min. CPU #0 Core #5,Max. CPU #0 Core #5,Avg. CPU #0 Core #5,Cur. CPU #0 Core #6,Min. CPU #0 Core #6,Max. CPU #0 Core #6,Avg. CPU #0 Core #6,Cur. CPU #0 Core #7,Min. CPU #0 Core #7,Max. CPU #0 Core #7,Avg. CPU #0 Core #7,CPU #0 Core #0 Load,CPU #0 Core #0 Frequency,CPU #0 Core #1 Load,CPU #0 Core #1 Frequency,CPU #0 Core #2 Load,CPU #0 Core #2 Frequency,CPU #0 Core #3 Load,CPU #0 Core #3 Frequency,CPU #0 Core #4 Load,CPU #0 Core #4 Frequency,CPU #0 Core #5 Load,CPU #0 Core #5 Frequency,CPU #0 Core #6 Load,CPU #0 Core #6 Frequency,CPU #0 Core #7 Load,CPU #0 Core #7 Frequency,CPU #0 Package,CPU #0 Core #0,CPU #0 Core #1,CPU #0 Core #2,CPU #0 Core #3,CPU #0 Core #4,CPU #0 Core #5,CPU #0 Core #6,CPU #0 Core #7,
00:11:36 12/17/25,49125,44000,57125,48700,46858,41404,54615,46493,47923,42015,56909,47510,46562,41122,54731,46235,46430,41442,55766,46494,46018,40920,54459,45742,45857,41317,55187,46041,45840,40930,53649,45446,45730,41369,54580,45809,10207,1856479,9460,1856479,14861,1856479,872,1547066,202,1547066,202,1547066,202,1547066,1745,1547066,5323,360,457,185,99,4,4,4,11,
00:11:46 12/17/25,49250,44000,57125,48712,47103,41404,54615,46504,48421,42015,56909,47526,46586,41122,54731,46246,46357,41442,55766,46491,46137,40920,54459,45750,45987,41317,55187,46039,45985,40930,53649,45456,45873,41369,54580,45810,5661,1547066,14212,1856479,4883,1547066,997,1547066,997,1547066,997,1547066,997,1547066,498,1547066,5029,382,520,141,4,4,4,4,10,
00:11:56 12/17/25,49375,44000,57125,48724,47243,41404,54615,46519,47890,42015,56909,47540,47444,41122,54731,46263,46485,41442,55766,46492,46520,40920,54459,45762,46225,41317,55187,46041,46256,40930,53649,45470,46126,41369,54580,45815,22115,1856479,14354,1856479,4265,1547066,0,1547066,0,1547066,0,1547066,0,1547066,1331,1547066,5041,271,369,339,4,5,4,4,12,
00:12:06 12/17/25,49625,44000,57125,48744,47559,41404,54615,46542,47140,42015,56909,47561,47792,41122,54731,46289,46427,41442,55766,46506,46650,40920,54459,45782,46278,41317,55187,46051,46381,40930,53649,45490,46227,41369,54580,45826,15175,1856479,12800,1547066,2711,1856479,0,1547066,0,1547066,0,1547066,0,1547066,647,1547066,5018,327,219,414,5,4,4,4,12,
00:12:16 12/17/25,50250,44000,57125,48770,48337,41404,54615,46571,48801,42015,56909,47590,47986,41122,54731,46318,47122,41442,55766,46521,47089,40920,54459,45805,46812,41317,55187,46065,46844,40930,53649,45513,46723,41369,54580,45841,21161,1547066,8816,1856479,1882,1547066,341,1547066,341,1547066,341,1547066,341,1547066,170,1547066,5089,503,504,329,7,7,7,8,15,
00:12:26 12/17/25,49250,44000,57125,48791,45725,41404,54615,46579,46012,42015,56909,47589,45401,41122,54731,46323,45568,41442,55766,46520,45217,40920,54459,45812,45422,41317,55187,46067,45340,40930,53649,45523,45504,41369,54580,45846,7312,1856479,2715,1856479,0,1547066,431,1547066,431,1547066,431,1547066,431,1547066,486,1480492,1754,414,328,4,4,5,4,5,23,
00:12:36 12/17/25,47875,44000,57125,48785,45598,41404,54615,46563,45779,42015,56909,47560,45121,41122,54731,46304,45098,41442,55766,46499,44804,40920,54459,45798,44940,41317,55187,46051,44814,40930,53649,45514,44989,41369,54580,45834,5036,1397350,2713,1547066,580,1547066,1108,1547066,1050,1547066,1050,1480492,1050,1480492,1050,1480492,1438,415,382,156,5,4,4,5,16,
00:12:46 12/17/25,46875,44000,57125,48757,44657,41404,54615,46536,44886,42015,56909,47520,44364,41122,54731,46274,44445,41442,55766,46466,44275,40920,54459,45773,44398,41317,55187,46024,44336,40930,53649,45495,44472,41369,54580,45812,6037,1397350,8397,1397350,1489,1547066,2257,1547066,2257,1547066,2257,1547066,2257,1547066,1489,1480492,1628,439,346,4,4,6,11,5,34,
00:12:56 12/17/25,46250,44000,57125,48717,44757,41404,54615,46503,45040,42015,56909,47475,44248,41122,54731,46240,44326,41442,55766,46429,44066,40920,54459,45743,44177,41317,55187,45992,44078,40930,53649,45470,44188,41369,54580,45785,4791,1856479,4791,1856479,0,1856479,80,1547066,0,1547066,0,1547066,0,1547066,161,1547066,1894,441,362,34,8,4,4,5,16,
00:13:06 12/17/25,48375,44000,57125,48686,46280,41404,54615,46488,47698,42015,56909,47455,45578,41122,54731,46223,45425,41442,55766,46408,45093,40920,54459,45725,44960,41317,55187,45969,44905,40930,53649,45454,44833,41369,54580,45764,9132,1856479,20043,1856479,14575,1856479,515,1547066,515,1547066,257,1547066,0,1547066,340,1547066,4795,465,631,153,4,4,4,4,12,
00:13:16 12/17/25,49125,44000,57125,48679,47271,41404,54615,46484,48255,42015,56909,47450,47302,41122,54731,46218,46913,41442,55766,46394,46261,40920,54459,45716,45890,41317,55187,45953,45666,40930,53649,45446,45524,41369,54580,45749,23341,1856479,24105,1856479,28003,1856479,9294,1547066,0,1547066,0,1547066,0,1547066,426,1547066,5886,505,534,575,311,160,74,14,24,
00:13:26 12/17/25,48500,44000,57125,48683,46459,41404,54615,46486,46900,42015,56909,47448,46228,41122,54731,46223,45985,41442,55766,46388,45689,40920,54459,45715,45397,41317,55187,45946,45243,40930,53649,45445,45274,41369,54580,45742,6210,1856479,6210,1856479,6210,1856479,756,1547066,860,1547066,0,1547066,741,1547066,1520,1480492,3133,479,421,391,187,191,5,4,16,
00:13:36 12/17/25,47125,44000,57125,48666,45274,41404,54615,46470,45827,42015,56909,47424,44695,41122,54731,46203,44816,41442,55766,46366,44506,40920,54459,45699,44672,41317,55187,45928,44518,40930,53649,45433,44659,41369,54580,45728,6515,1856479,21289,1856479,557,1856479,0,1547066,0,1547066,0,1547066,0,1480492,0,1480492,2610,509,371,53,4,4,4,4,14,
00:13:46 12/17/25,46750,44000,57125,48638,44879,41404,54615,46452,45017,42015,56909,47396,44436,41122,54731,46182,44520,41442,55766,46340,44366,40920,54459,45679,44496,41317,55187,45906,44379,40930,53649,45416,44485,41369,54580,45708,12390,1856479,12435,1547066,3937,1547066,1594,1547066,1569,1547066,1569,1547066,1569,1547066,2342,1547066,2840,528,285,5,4,6,4,4,15,
00:13:56 12/17/25,47875,44000,57125,48612,46094,41404,54615,46434,46877,42015,56909,47374,45495,41122,54731,46162,45042,41442,55766,46317,44890,40920,54459,45659,44702,41317,55187,45884,44692,40930,53649,45399,44637,41369,54580,45688,17952,1856479,15637,1856479,4837,1547066,208,1547066,979,1547066,1751,1547066,1751,1547066,979,1547066,5115,480,524,215,5,4,4,4,17,
00:14:06 12/17/25,48500,44000,57125,48607,46181,41404,54615,46433,47019,42015,56909,47374,45995,41122,54731,46164,45495,41442,55766,46315,45338,40920,54459,45656,45163,41317,55187,45874,45163,40930,53649,45395,45065,41369,54580,45678,13927,1856479,9992,1856479,2909,1856479,0,1547066,0,1547066,0,1547066,0,1547066,667,1547066,5138,341,410,225,23,4,4,4,12,
00:14:16 12/17/25,48500,44000,57125,48605,46376,41404,54615,46431,47644,42015,56909,47374,45601,41122,54731,46161,45683,41442,55766,46307,45403,40920,54459,45652,45274,41317,55187,45864,45299,40930,53649,45392,45205,41369,54580,45669,18418,1856479,12946,1547066,10601,1547066,412,1547066,385,1547066,385,1547066,442,1547066,500,1547066,5140,401,517,4,5,4,4,4,10,
00:14:26 12/17/25,48875,44000,57125,48608,47139,41404,54615,46435,47619,42015,56909,47380,46691,41122,54731,46169,45827,41442,55766,46307,45788,40920,54459,45655,45513,41317,55187,45860,45578,40930,53649,45394,45449,41369,54580,45665,14651,1856479,12330,1856479,9237,1547066,0,1547066,0,1547066,0,1547066,0,1547066,0,1547066,5063,500,501,343,8,9,9,8,16,
00:14:36 12/17/25,48750,44000,57125,48611,46857,41404,54615,46440,47794,42015,56909,47385,46183,41122,54731,46174,45858,41442,55766,46303,45710,40920,54459,45657,45510,41317,55187,45856,45552,40930,53649,45397,45402,41369,54580,45663,12947,1856479,11384,1856479,10602,1547066,440,1547066,440,1547066,440,1547066,220,1547066,289,1547066,5061,435,516,130,4,4,4,4,10,
00:14:46 12/17/25,49125,44000,57125,48615,47448,41404,54615,46447,48582,42015,56909,47388,47276,41122,54731,46186,47394,41442,55766,46304,46420,40920,54459,45663,46072,41317,55187,45855,45966,40930,53649,45404,45820,41369,54580,45663,19755,1856479,15184,1856479,6043,1856479,8354,1547066,0,1547066,0,1547066,0,1547066,1473,1547066,5068,462,539,380,374,113,4,4,12,
00:14:56 12/17/25,49125,44000,57125,48623,45586,41404,54615,46452,46245,42015,56909,47391,45083,41122,54731,46190,45328,41442,55766,46303,44914,40920,54459,45666,45133,41317,55187,45854,44961,40930,53649,45407,45177,41369,54580,45662,5052,1856479,3500,1856479,0,1547066,0,1547066,0,1547066,0,1480492,0,1480492,586,1480492,1223,352,401,7,4,4,4,6,18,
00:15:06 12/17/25,47625,44000,57125,48618,45358,41404,54615,46440,45386,42015,56909,47371,44714,41122,54731,46176,44801,41442,55766,46286,44510,40920,54459,45652,44679,41317,55187,45841,44511,40930,53649,45397,44686,41369,54580,45651,7725,1856479,1488,1856479,354,1547066,0,1547066,709,1480492,709,1480492,709,1480492,709,1480492,1612,418,256,49,4,4,4,5,12,
00:15:16 12/17/25,46625,44000,57125,48595,44154,41404,54615,46417,44413,42015,56909,47338,43930,41122,54731,46149,44054,41442,55766,46259,43767,40920,54459,45631,43894,41317,55187,45818,43817,40930,53649,45380,43951,41369,54580,45632,2897,1856479,8426,1856479,1364,1547066,1364,1547066,0,1547066,0,1547066,0,1480492,682,1480492,1771,485,424,4,4,6,4,6,17,
00:15:26 12/17/25,46500,44000,57125,48564,45720,41404,54615,46393,45829,42015,56909,47307,45136,41122,54731,46123,44693,41442,55766,46231,44699,40920,54459,45608,44492,41317,55187,45794,44575,40930,53649,45360,44467,41369,54580,45611,7317,1856479,12015,1547066,9712,1547066,3451,1480492,3451,1480492,3451,1480492,3451,1480492,1835,1480492,3383,438,360,152,13,13,13,13,21,
00:15:36 12/17/25,45875,44000,57125,48530,43785,41404,54615,46366,44042,42015,56909,47271,43466,41122,54731,46094,43548,41442,55766,46200,43192,40920,54459,45582,43344,41317,55187,45767,43235,40930,53649,45338,43388,41369,54580,45587,5808,1856479,1113,1856479,8156,1547066,1896,1547066,1896,1547066,331,1547066,461,1480492,461,1480492,1458,466,378,34,4,4,4,4,21,
00:15:46 12/17/25,45500,44000,57125,48490,43476,41404,54615,46333,43974,42015,56909,47230,43286,41122,54731,46060,43432,41442,55766,46166,43070,40920,54459,45551,43263,41317,55187,45736,43147,40930,53649,45311,43352,41369,54580,45558,7592,1856479,5250,1856479,2106,1547066,2135,1547066,2135,1547066,2135,1547066,2135,1547066,286,1547066,1367,312,334,69,4,7,5,4,20,
00:15:56 12/17/25,45125,44000,57125,48446,43662,41404,54615,46297,44259,42015,56909,47187,43174,41122,54731,46023,43408,41442,55766,46128,43033,40920,54459,45517,43210,41317,55187,45702,43014,40930,53649,45280,43222,41369,54580,45526,8639,1856479,1633,1547066,1607,1547066,828,1547066,828,1547066,828,1547066,1607,1547066,828,1547066,1450,405,398,4,5,4,5,5,12,
00:16:06 12/17/25,44875,44000,57125,48400,43937,41404,54615,46262,44092,42015,56909,47144,43493,41122,54731,45986,43287,41442,55766,46089,42970,40920,54459,45482,43100,41317,55187,45666,42908,40930,53649,45247,43095,41369,54580,45492,2364,1856479,7037,1856479,403,1547066,756,1547066,690,1547066,0,1547066,0,1547066,345,1547066,1518,533,426,211,4,4,5,4,17,
00:16:16 12/17/25,44500,44000,57125,48351,43129,41404,54615,46220,43416,42015,56909,47095,42540,41122,54731,45943,42698,41442,55766,46046,42317,40920,54459,45442,42507,41317,55187,45625,42362,40930,53649,45210,42482,41369,54580,45455,2628,1856479,3399,1547066,289,1547066,261,1547066,261,1547066,261,1480492,261,1480492,261,1480492,1007,465,383,5,6,4,4,4,18,
00:16:26 12/17/25,44250,44000,57125,48298,42332,41404,54615,46176,42707,42015,56909,47044,42088,41122,54731,45897,42272,41442,55766,46000,41959,40920,54459,45400,42124,41317,55187,45583,42016,40930,53649,45171,42252,41369,54580,45415,16720,1547066,22194,1856479,3733,1547066,0,1547066,0,1547066,0,1547066,0,1547066,1411,1547066,3004,432,370,4,4,4,4,4,21,
00:16:36 12/17/25,44625,44000,57125,48249,43792,41404,54615,46139,44358,42015,56909,47002,43457,41122,54731,45858,43594,41442,55766,45960,42902,40920,54459,45363,42782,41317,55187,45544,42547,40930,53649,45136,42657,41369,54580,45378,13547,1856479,25969,1856479,11995,1547066,14324,1547066,1126,1547066,0,1547066,0,1547066,563,1547066,3883,483,463,352,279,171,4,4,15,
00:16:46 12/17/25,47750,44000,57125,48215,46947,41404,54615,46118,48434,42015,56909,46978,47016,41122,54731,45839,47271,41442,55766,45937,46103,40920,54459,45341,46034,41317,55187,45519,45151,40930,53649,45113,45110,41369,54580,45352,100000,1856479,100000,1856479,100000,1856479,100000,1856479,100000,1856479,100000,1856479,100000,1856479,100000,1856479,14689,896,1048,886,761,652,554,454,378,
00:16:57 12/17/25,53125,44000,57125,48265,50897,41404,54615,46165,53291,42015,56909,47045,50913,41122,54731,45890,52002,41442,55766,46003,50395,40920,54459,45393,51194,41317,55187,45580,49696,40930,53649,45158,50479,41369,54580,45406,100000,1856479,100000,1856479,100000,1856479,100000,1856479,100000,1856479,100000,1856479,100000,1856479,100000,1856479,10167,1049,998,987,971,995,965,1018,958,
00:17:06 12/17/25,55000,44000,57125,48332,52529,41404,54615,46229,54896,42015,56909,47125,52634,41122,54731,45958,53745,41442,55766,46082,52235,40920,54459,45461,53012,41317,55187,45655,51382,40930,53649,45220,52243,41369,54580,45474,100000,1856479,100000,1856479,100000,1856479,100000,1547066,100000,1547066,100000,1547066,100000,1856479,100000,1547066,33318,1053,1095,1012,968,1025,950,999,970,
00:17:16 12/17/25,56625,44000,57125,48424,54649,41404,54649,46321,56509,42015,56909,47233,54506,41122,54731,46053,55370,41442,55766,46188,54083,40920,54459,45557,54836,41317,55187,45758,53327,40930,53649,45309,54095,41369,54580,45570,100000,1856479,100000,1547066,100000,1547066,100000,1547066,100000,1856479,100000,1547066,100000,1856479,100000,1547066,70812,1031,1145,972,955,997,953,1003,950,
00:17:26 12/17/25,57625,44000,57625,48533,54875,41404,55293,46426,57108,42015,57543,47354,54902,41122,55282,46162,55890,41442,56294,46307,54502,40920,54928,45667,55198,41317,55566,45874,53750,40930,54195,45413,54594,41369,54983,45681,100000,1856479,100000,1547066,100000,1547066,100000,1547066,100000,1547066,100000,1547066,100000,1547066,100000,1547066,13346,1015,957,984,981,989,952,1019,955,
00:17:36 12/17/25,56750,44000,57625,48637,53175,41404,55293,46518,55733,42015,57543,47464,53456,41122,55282,46259,54592,41442,56294,46415,52848,40920,54928,45763,53790,41317,55566,45979,51969,40930,54195,45502,52988,41369,54983,45779,100000,1856479,100000,1547066,100000,1547066,100000,1547066,100000,1547066,100000,1547066,100000,1547066,100000,1547066,17372,1076,958,1032,957,973,932,933,915,
00:17:46 12/17/25,88750,44000,89375,49011,75719,41404,76841,46803,84569,42015,90367,47844,75822,41122,76676,46547,78966,41442,84407,46742,73325,40920,74525,46033,75254,41317,78939,46273,70834,40930,70834,45742,72995,41369,74552,46045,100000,3233867,100000,3233867,100000,4042334,100000,3233867,100000,4042334,100000,3233867,100000,3233867,100000,3233867,43652,3632,3187,3804,2990,3430,2697,3930,3004,
00:17:56 12/17/25,89750,44000,90750,49493,73060,41404,80001,47158,80876,42015,90367,48291,73208,41122,79850,46902,76626,41442,84407,47130,71336,40920,76881,46363,73804,41317,78939,46625,69688,40930,73287,46045,71627,41369,75944,46370,100000,3233867,100000,3233867,100000,3233867,100000,3233867,100000,3233867,100000,3233867,100000,3233867,100000,3233867,42325,2629,2383,2799,2358,2666,2228,3180,2342,
00:18:06 12/17/25,90875,44000,90875,49970,76565,41404,81076,47508,88396,42015,90779,48739,75880,41122,81224,47250,80707,41442,84991,47519,74104,40920,78570,46695,77355,41317,80196,46981,71624,40930,74349,46347,74560,41369,77388,46700,100000,3193943,100000,3193943,100000,3193943,100000,3992429,100000,3193943,100000,3193943,100000,3193943,100000,3193943,42795,3671,3793,3214,2717,3142,2780,3519,2758,
00:18:16 12/17/25,87750,44000,90875,50424,72927,41404,81076,47829,80215,42015,90779,49143,72776,41122,81224,47570,75615,41442,84991,47875,71409,40920,78570,47001,73359,41317,80196,47308,69199,40930,74349,46626,71055,41369,77388,47001,100000,3992429,100000,3867665,100000,4017381,100000,4017381,100000,4017381,100000,3213905,100000,4017381,100000,3213905,39531,2947,2361,2782,2226,2872,2302,3123,2317,
00:18:26 12/17/25,92375,44000,92375,50885,78101,41404,81076,48169,91993,42015,92007,49603,78412,41122,81224,47914,86304,41442,86951,48278,76962,40920,78570,47329,82796,41317,83218,47676,73444,40930,74349,46920,79203,41369,79594,47339,25288,3114094,32249,3114094,46172,3892618,31404,3892618,33734,3917570,39944,3134056,21233,3134056,35221,3917570,45774,3950,4298,3984,4178,4037,4193,3958,4094,
00:18:36 12/17/25,71500,44000,92625,51234,53104,41404,81076,48276,51931,42015,92007,49732,50980,41122,81224,48017,51592,41442,86951,48403,50581,40920,78570,47433,51654,41317,83218,47798,50250,40930,74349,47020,51325,41369,79594,47453,0,3233867,0,3233867,629,3233867,26831,3233867,3706,3233867,2154,3233867,2930,4042334,603,3233867,10768,713,86,72,143,171,200,62,130,
00:18:46 12/17/25,58375,44000,92625,51379,45955,41404,81076,48278,47037,42015,92007,49737,46062,41122,81224,48023,46684,41442,86951,48425,45787,40920,78570,47447,46549,41317,83218,47818,45755,40930,74349,47037,46545,41369,79594,47476,1894,1646876,353,2335571,1123,2335571,1894,2335571,1843,2335571,1022,2335571,251,2919463,1022,2919463,3896,105,78,121,116,55,104,138,108,
00:18:56 12/17/25,51625,44000,92625,51410,43690,41404,81076,48240,44808,42015,92007,49696,43892,41122,81224,47988,44460,41442,86951,48395,44275,40920,78570,47416,44146,41317,83218,47791,43388,40930,74349,47008,43976,41369,79594,47452,2326,2335571,2326,2335571,3,2919463,780,2919463,2326,2335571,780,2335571,7,2335571,780,2335571,5043,172,193,255,223,381,166,93,115,
00:19:06 12/17/25,49000,44000,92625,51402,41647,41404,81076,48187,42662,42015,92007,49643,41652,41122,81224,47937,42468,41442,86951,48350,41591,40920,78570,47370,42432,41317,83218,47750,41555,40930,74349,46963,42338,41369,79594,47411,986,2335571,203,2919463,203,2919463,986,2335571,4066,2335571,2654,2919463,306,2335571,306,2335571,4728,105,62,50,152,72,140,95,102,
00:19:16 12/17/25,57500,44000,92625,51398,43934,40980,81076,48126,46173,41965,92007,49591,43889,41030,81224,47879,45988,41442,86951,48308,43716,40920,78570,47316,45075,41317,83218,47706,42967,40892,74349,46910,44548,41369,79594,47369,4111,3233867,1706,4042334,919,3233867,1803,3233867,1803,3233867,2586,3233867,237,4042334,1803,4042334,6407,476,494,490,669,585,578,391,559,
00:19:26 12/17/25,65250,44000,92625,51490,46678,40980,81076,48114,48160,41965,92007,49598,46634,41030,81224,47866,46864,41442,86951,48319,47083,40920,78570,47302,46441,41317,83218,47718,45973,40892,74349,46898,46282,41369,79594,47380,2515,2335571,3293,2919463,1738,2335571,1011,2335571,1011,2919463,1011,2919463,1011,2335571,1011,2335571,6411,522,475,454,234,620,227,417,271,
00:19:36 12/17/25,54625,44000,92625,51570,45608,40980,81076,48093,46196,41965,92007,49571,45853,41030,81224,47848,45878,41442,86951,48300,45375,40920,78570,47285,45833,41317,83218,47703,45384,40892,74349,46883,45677,41369,79594,47367,7959,2335571,1744,2335571,2528,2919463,4791,2335571,5663,2919463,1744,2335571,961,2335571,4096,2335571,10689,171,154,260,119,49,169,159,96,
00:19:46 12/17/25,54375,44000,92625,51620,46215,40980,81076,48090,47137,41965,92007,49562,46499,41030,81224,47847,47872,41442,86951,48303,46137,40920,78570,47285,46826,41317,83218,47707,46044,40892,74349,46891,46620,41369,79594,47373,641,2335571,1282,2919463,1416,2919463,1307,2335571,653,2919463,2082,2919463,1307,2335571,653,2335571,5223,133,91,177,525,63,151,95,137,
00:19:56 12/17/25,52875,44000,92625,51636,45773,40980,81076,48077,46711,41965,92007,49542,45869,41030,81224,47837,46400,41442,86951,48294,45788,40920,78570,47279,46581,41317,83218,47705,45796,40892,74349,46886,46299,41369,79594,47369,0,2335571,0,2335571,2262,2335571,0,2919463,689,2335571,5311,2335571,3738,2335571,689,2335571,6118,122,180,61,103,42,278,101,122,
00:20:06 12/17/25,53125,44000,92625,51651,44742,40980,81076,48054,46039,41965,92007,49514,45464,41030,81224,47821,45239,41442,86951,48275,44577,40920,78570,47262,45156,41317,83218,47690,44413,40892,74349,46872,44895,41369,79594,47355,758,2335571,0,2335571,725,2335571,0,2335571,725,2335571,0,2335571,750,2335571,2273,2335571,4452,116,243,413,134,78,248,73,84,
00:20:16 12/17/25,50250,44000,92625,51644,45011,40980,81076,48021,45128,41965,92007,49471,44933,41030,81224,47790,44912,41442,86951,48241,44700,40920,78570,47234,44930,41317,83218,47663,44609,40892,74349,46849,44846,41369,79594,47332,2280,2919463,11,2919463,4649,2919463,778,2335571,11,2919463,784,2335571,5,2335571,11,2919463,7233,271,93,183,76,72,121,116,70,
00:20:26 12/17/25,51375,44000,92625,51637,46158,40980,81076,47999,46640,41965,92007,49441,46174,41030,81224,47770,46179,41442,86951,48220,45835,40920,78570,47215,46618,41317,83218,47646,45539,40892,74349,46833,45896,41369,79594,47316,1553,4042334,2326,3233867,1553,3233867,1553,3233867,1553,4042334,1553,4042334,1553,3233867,2326,4042334,5063,265,193,240,77,120,357,121,69,
00:20:36 12/17/25,52625,44000,92625,51635,46241,40980,81076,47980,48149,41965,92007,49417,46378,41030,81224,47754,46807,41442,86951,48204,46115,40920,78570,47203,46908,41317,83218,47634,45891,40892,74349,46824,47588,41369,79594,47308,2218,2919463,616,2919463,1233,2919463,0,2919463,0,2919463,665,2919463,665,2335571,665,2919463,6231,185,424,187,111,125,178,86,520,
00:20:46 12/17/25,77875,44000,92625,51763,49245,40980,81076,48010,52664,41965,92007,49495,49347,41030,81224,47785,51286,41442,86951,48257,49010,40920,78570,47236,50527,41317,83218,47677,48936,40892,74349,46866,50592,41369,79594,47348,916,2919463,944,2919463,2540,2919463,884,2919463,1607,2919463,63,2919463,835,2919463,3215,2919463,5682,145,462,179,226,64,175,123,350,
00:20:56 12/17/25,60500,44000,92625,51911,48778,40980,81076,48016,48764,41965,92007,49493,48350,41030,81224,47794,48526,41442,86951,48265,48233,40920,78570,47248,48454,41317,83218,47691,48616,40892,74349,46879,48505,41369,79594,47363,0,3233867,3023,3233867,725,3233867,0,3233867,0,4042334,0,4042334,0,3233867,753,4042334,5136,350,161,117,129,66,86,305,203,
00:21:06 12/17/25,56375,44000,92625,51967,48699,40980,81076,48023,48846,41965,92007,49495,48956,41030,81224,47806,49014,41442,86951,48277,48514,40920,78570,47263,49132,41317,83218,47707,49507,40892,74349,46896,48848,41369,79594,47380,483,2335571,483,2335571,0,2335571,483,2335571,0,2335571,967,2919463,0,2919463,0,2335571,4398,204,120,280,256,63,274,618,186,
00:21:16 12/17/25,56500,44000,92625,52003,47104,40980,81076,48025,47904,41965,92007,49491,47455,41030,81224,47811,48071,41442,86951,48284,47238,40920,78570,47274,49314,41317,83218,47721,47078,40892,74349,46908,47865,41369,79594,47395,173,2919463,199,2919463,1766,2335571,3299,2919463,913,2335571,3265,2919463,913,2335571,913,2335571,5379,64,106,159,179,91,703,66,106,
00:21:26 12/17/25,53500,44000,92625,52025,46091,40980,81076,48008,48858,41965,92007,49471,46107,41030,81224,47798,46902,41442,86951,48272,45717,40920,78570,47264,46333,41317,83218,47714,45639,40892,74349,46899,46288,41369,79594,47388,0,3233867,2218,3233867,2887,4042334,0,3233867,0,3233867,696,3233867,696,3233867,0,1646876,6187,297,576,336,213,168,159,248,206,
00:21:36 12/17/25,51500,44000,92625,52028,44389,40980,81076,47977,44256,41965,92007,49436,43833,41030,81224,47769,44125,41442,86951,48244,43494,40920,78570,47239,44161,41317,83218,47693,43409,40892,74349,46877,44418,41369,79594,47367,280,1976252,280,2335571,1101,2335571,1872,2919463,2642,2919463,1872,2335571,331,2335571,1101,2919463,4438,373,139,110,212,87,180,70,261,
00:21:46 12/17/25,55125,44000,92625,52038,45758,40980,81076,47950,46283,41965,92007,49406,45966,41030,81224,47746,46520,41442,86951,48231,45753,40920,78570,47219,46871,41317,83218,47680,45906,40892,74349,46860,46248,41369,79594,47355,722,2335571,0,2919463,3817,2919463,4539,3233867,772,4042334,3864,3233867,772,3233867,0,3233867,5186,227,107,346,321,292,531,458,279,
00:21:56 12/17/25,58125,44000,92625,52057,50777,40980,81076,47933,55735,41965,92007,49388,51088,41030,81224,47732,53441,41442,86951,48220,50049,40920,78570,47209,55963,41317,83218,47675,50775,40892,74349,46851,51573,41369,79594,47346,1264,3233867,4084,4042334,3306,3233867,487,3233867,487,3233867,3597,3233867,1000,4042334,2067,3233867,10901,864,1368,1114,745,684,2397,1481,708,
00:22:06 12/17/25,58625,44000,92625,52132,47982,40980,81076,47943,48637,41965,92007,49409,47782,41030,81224,47746,48646,41442,86951,48240,47539,40920,78570,47226,48132,41317,83218,47699,47841,40892,74349,46873,48035,41369,79594,47367,48,2635003,96,3293753,2474,3293753,147,3293753,147,2635003,4067,2635003,931,2934435,1688,3668044,6547,300,171,194,358,130,189,360,222,
00:22:16 12/17/25,56250,44000,92625,52169,47424,40980,81076,47943,49549,41965,92007,49407,47159,41030,81224,47749,49575,41442,86951,48244,47040,40920,78570,47230,48789,41317,83218,47709,46838,40892,74349,46879,47554,41369,79594,47374,4772,3144037,2430,3144037,1633,3144037,3177,3144037,1580,3144037,3126,3144037,3126,2515230,2398,2515230,7861,278,388,120,623,130,466,104,102,
00:22:26 12/17/25,53375,44000,92625,52190,44873,40980,81076,47933,45673,41965,92007,49393,45090,41030,81224,47740,45456,41442,86951,48237,44832,40920,78570,47223,45422,41317,83218,47708,44821,40892,74349,46875,45420,41369,79594,47375,1612,3233867,5474,4042334,839,3233867,3253,3233867,166,3233867,937,3233867,2437,3233867,848,4042334,5998,95,138,157,82,39,130,141,103,
00:22:36 12/17/25,51375,44000,92625,52193,44605,40980,81076,47903,45370,41965,92007,49361,44776,41030,81224,47714,45144,41442,86951,48213,44507,40920,78570,47200,45154,41317,83218,47687,44455,40892,74349,46853,45003,41369,79594,47355,206,2919463,1976,2919463,988,2919463,1976,2335571,412,2335571,412,2335571,1194,2335571,2758,2335571,4049,146,165,172,152,114,226,94,140,
