CPUID:,0xA50F00
Processor:,AMD Ryzen 7 5800H
Platform:,Socket FP6 (BGA 1140)
Revision:,CZN-A0
Lithography:,7 nm

* Values should be divided by 1000
Session start:,00:04:36 - December 17 - 2025

Time,Cur. CPU #0 Tdie #0,Min. CPU #0 Tdie #0,Max. CPU #0 Tdie #0,Avg. CPU #0 Tdie #0,Cur. CPU #0 Core #0,Min. CPU #0 Core #0,Max. CPU #0 Core #0,Avg. CPU #0 Core #0,Cur. CPU #0 Core #1,Min. CPU #0 Core #1,Max. CPU #0 Core #1,Avg. CPU #0 Core #1,Cur. CPU #0 Core #2,Min. CPU #0 Core #2,Max. CPU #0 Core #2,Avg. CPU #0 Core #2,Cur. CPU #0 Core #3,Min. CPU #0 Core #3,Max. CPU #0 Core #3,Avg. CPU #0 Core #3,Cur. CPU #0 Core #4,Min. CPU #0 Core #4,Max. CPU #0 Core #4,Avg. CPU #0 Core #4,Cur. CPU #0 Core #5,Min. CPU #0 Core #5,Max. CPU #0 Core #5,Avg. CPU #0 Core #5,Cur. CPU #0 Core #6,Min. CPU #0 Core #6,Max. CPU #0 Core #6,Avg. CPU #0 Core #6,Cur. CPU #0 Core #7,Min. CPU #0 Core #7,Max. CPU #0 Core #7,Avg. CPU #0 Core #7,CPU #0 Core #0 Load,CPU #0 Core #0 Frequency,CPU #0 Core #1 Load,CPU #0 Core #1 Frequency,CPU #0 Core #2 Load,CPU #0 Core #2 Frequency,CPU #0 Core #3 Load,CPU #0 Core #3 Frequency,CPU #0 Core #4 Load,CPU #0 Core #4 Frequency,CPU #0 Core #5 Load,CPU #0 Core #5 Frequency,CPU #0 Core #6 Load,CPU #0 Core #6 Frequency,CPU #0 Core #7 Load,CPU #0 Core #7 Frequency,CPU #0 Package,CPU #0 Core #0,CPU #0 Core #1,CPU #0 Core #2,CPU #0 Core #3,CPU #0 Core #4,CPU #0 Core #5,CPU #0 Core #6,CPU #0 Core #7,
00:50:17 12/17/25,72500,44000,92750,61310,53522,40980,81905,50024,62680,41965,92112,53818,51220,41030,81224,49922,59204,41442,87248,52066,50818,40920,78570,49596,68056,41317,83512,51473,54700,40892,74349,48995,58545,41369,79594,50199,15861,4042334,3322,4042334,3322,3233867,5673,4042334,12724,4042334,22911,3233867,8021,4042334,18993,4042334,41297,1600,2155,868,1297,699,5467,3537,2363,
00:50:27 12/17/25,75875,44000,92750,61354,59969,40980,81905,50038,69939,41965,92112,53846,52209,41030,81224,49929,57679,41442,87248,52091,50072,40920,78570,49605,57875,41317,83512,51492,51185,40892,74349,49002,55332,41369,79594,50217,18341,4042334,172,4042334,33999,4042334,5037,3233867,2689,4042334,8167,3233867,9732,3233867,7384,3233867,27098,3250,3543,695,936,486,2205,1915,1914,
00:50:37 12/17/25,79375,44000,92750,61418,61854,40980,81905,50062,61488,41965,92112,53875,55731,41030,81224,49958,60754,41442,87248,52122,55168,40920,78570,49623,61621,41317,83512,51534,51481,40892,74349,49014,55811,41369,79594,50241,4083,3233867,4860,3233867,1750,4042334,5612,4042334,7142,3233867,2474,3233867,7920,4042334,918,4042334,19517,3283,1324,1358,2194,2294,2872,1021,1219,
00:50:47 12/17/25,69875,44000,92750,61461,49922,40980,81905,50066,55663,41965,92112,53891,50757,41030,81224,49966,56922,41442,87248,52150,50004,40920,78570,49634,54831,41317,83512,51546,47543,40892,74349,49020,50473,41369,79594,50249,2141,3233867,6751,3233867,2141,3233867,5214,3233867,10593,4042334,2856,4042334,6701,3233867,1319,4042334,18135,579,887,1108,2291,1131,1914,146,444,
00:50:57 12/17/25,68125,44000,92750,61490,49491,40980,81905,50065,52615,41965,92112,53908,47970,41030,81224,49969,57281,41442,87248,52167,49854,40920,78570,49638,53329,41317,83512,51552,48555,40892,74349,49020,49092,41369,79594,50251,1785,3233867,2027,3233867,232,4042334,3590,3233867,464,4042334,464,4042334,3590,4042334,986,4042334,15955,891,128,85,2978,1467,1481,964,163,
00:51:07 12/17/25,69875,44000,92750,61519,49012,40980,81905,50061,58916,41965,92112,53934,50559,41030,81224,49969,54349,41442,87248,52176,48789,40920,78570,49634,50963,41317,83512,51550,46574,40892,74349,49015,47724,41369,79594,50248,3433,3233867,11907,4042334,4973,3233867,8055,4042334,2662,4042334,8004,4042334,8775,4042334,10366,4042334,21147,611,2223,1667,1585,1058,1025,363,142,
00:51:17 12/17/25,70500,44000,92750,61553,49950,40980,81905,50058,62988,41965,92112,53962,52886,41030,81224,49974,56089,41442,87248,52186,50673,40920,78570,49632,51557,41317,83512,51548,48927,40892,74349,49011,49716,41369,79594,50245,0,3233867,6471,4042334,2520,3233867,11212,3233867,2050,4042334,1730,3233867,8887,4042334,1285,3233867,21537,554,2909,2167,1785,1394,785,1150,651,
00:51:27 12/17/25,68375,44000,92750,61581,51819,40980,81905,50061,55870,41965,92112,53989,51772,41030,81224,49984,54083,41442,87248,52200,52314,40920,78570,49634,52904,41317,83512,51552,54100,40892,74349,49012,53530,41369,79594,50249,251,3233867,2847,3233867,3628,4042334,503,4042334,1284,4042334,7531,4042334,3624,4042334,9875,3233867,22822,1223,1346,1227,1180,1543,1004,3220,1966,
00:51:37 12/17/25,74250,44000,92750,61611,50461,40980,81905,50072,56000,41965,92112,54004,50960,41030,81224,49991,52584,41442,87248,52210,50101,40920,78570,49637,52424,41317,83512,51558,51596,40892,74349,49023,51724,41369,79594,50261,1450,4042334,2986,4042334,1353,4042334,1353,3233867,3412,3233867,2645,3233867,5289,3233867,9896,3233867,18032,746,1310,1155,673,727,962,2183,1074,
00:51:47 12/17/25,76125,44000,92750,61664,50116,40980,81905,50088,56642,41965,92112,54032,51909,41030,81224,50004,54489,41442,87248,52228,51099,40920,78570,49646,51905,41317,83512,51576,52069,40892,74349,49041,52615,41369,79594,50277,505,4042334,3342,3233867,2565,4042334,1787,4042334,505,4042334,505,3233867,1787,3233867,4119,3233867,16637,334,1219,1322,1139,900,456,1964,1260,
00:51:57 12/17/25,81000,44000,92750,61708,59296,40980,81905,50101,69102,41965,92112,54060,57053,41030,81224,50017,57939,41442,87248,52247,53779,40920,78570,49653,55646,41317,83512,51598,57722,40892,74349,49058,57256,41369,79594,50298,21093,4042334,28802,4042334,3246,4042334,1869,4042334,1046,4042334,275,3233867,2450,3233867,11839,4042334,27372,2389,3389,1980,916,907,898,3482,2287,
00:52:07 12/17/25,81750,44000,92750,61781,53507,40980,81905,50126,57233,41965,92112,54105,54903,41030,81224,50039,59673,41442,87248,52284,65077,40920,78570,49681,56625,41317,83512,51635,61156,40892,74349,49086,55384,41369,79594,50327,1297,3233867,9108,4042334,516,3233867,13795,3233867,2859,3233867,2078,4042334,1297,3233867,33323,4042334,25340,780,561,615,2366,4479,1275,3790,1319,
00:52:17 12/17/25,82750,44000,92750,61850,51733,40980,81905,50149,67225,41965,92112,54136,50578,41030,81224,50055,64322,41442,87248,52321,52375,40920,78570,49699,68624,41317,83512,51682,51659,40892,74349,49101,55778,41369,79594,50350,4221,3233867,1872,3233867,307,3233867,1090,4042334,29305,3233867,14261,4042334,6617,4042334,2705,4042334,25427,683,2041,113,2910,1351,4413,1310,698,
00:52:27 12/17/25,79750,44000,92750,61907,52069,40980,81905,50161,60863,41965,92112,54155,53308,41030,81224,50067,62898,41442,87248,52351,55931,40920,78570,49720,63039,41317,83512,51726,58134,40892,74349,49116,61378,41369,79594,50371,8134,3233867,2883,3233867,3348,4042334,2558,3233867,2558,4042334,15985,4042334,4137,3233867,21514,4042334,25265,578,1135,887,3089,1951,2778,3358,2969,
00:52:37 12/17/25,72000,44000,92750,61956,48016,40980,81905,50172,56676,41965,92112,54165,48529,41030,81224,50073,58892,41442,87248,52379,50573,40920,78570,49733,54187,41317,83512,51742,47302,40892,74349,49120,50519,41369,79594,50382,94,4042334,2411,4042334,94,4042334,3207,3233867,1616,4042334,4004,4042334,94,3233867,3184,3233867,16050,194,1065,360,3127,1718,1563,188,561,
00:52:47 12/17/25,67000,44000,92750,61978,49180,40980,81905,50163,58836,41965,92112,54164,48771,41030,81224,50065,62372,41442,87248,52395,52255,40920,78570,49733,52229,41317,83512,51745,50046,40892,74349,49116,49506,41369,79594,50379,3020,3233867,4556,3233867,6858,3233867,34512,4042334,16115,3233867,2306,3233867,1539,4042334,772,3233867,19490,691,1119,396,4811,2390,725,1523,446,
00:52:57 12/17/25,64750,44000,92750,61990,51194,40980,81905,50157,57383,41965,92112,54165,49271,41030,81224,50059,58408,41442,87248,52413,49340,40920,78570,49730,53888,41317,83512,51746,47210,40892,74349,49109,50377,41369,79594,50374,1719,4042334,6422,4042334,1719,3233867,4907,4042334,1718,3233867,934,3233867,1718,3233867,3286,4042334,20040,1493,1249,772,3061,1314,1515,606,834,
00:53:07 12/17/25,64875,44000,92750,61999,51159,40980,81905,50160,55682,41965,92112,54173,50705,41030,81224,50060,56528,41442,87248,52431,52973,40920,78570,49736,53563,41317,83512,51751,50660,40892,74349,49109,51985,41369,79594,50376,332,3233867,332,3233867,1897,3233867,13587,4042334,5758,4042334,1060,3233867,3462,3233867,1114,4042334,16531,1144,904,844,2222,2441,1224,1527,1217,
00:53:17 12/17/25,64375,44000,92750,62007,48590,40980,81905,50158,53134,41965,92112,54177,49524,41030,81224,50060,56081,41442,87248,52445,49542,40920,78570,49740,55419,41317,83512,51756,48013,40892,74349,49109,49760,41369,79594,50375,1312,4042334,1847,3233867,3400,4042334,7284,3233867,9615,3233867,3454,3233867,3454,4042334,562,4042334,18078,459,436,1048,2286,1306,2507,723,325,
00:53:27 12/17/25,64750,44000,92750,62014,50815,40980,81905,50161,56903,41965,92112,54181,50011,41030,81224,50060,56233,41442,87248,52457,51454,40920,78570,49743,54238,41317,83512,51759,49129,40892,74349,49111,50032,41369,79594,50377,2264,3233867,1525,3233867,4621,3233867,3835,4042334,6240,4042334,3000,3233867,1478,3233867,0,4042334,18785,1119,1207,723,2050,1948,1788,1018,452,
00:53:37 12/17/25,67500,44000,92750,62032,49414,40980,81905,50164,54093,41965,92112,54187,48634,41030,81224,50060,59499,41442,87248,52468,51391,40920,78570,49746,54118,41317,83512,51768,48751,40892,74349,49119,50300,41369,79594,50387,1937,3233867,1157,4042334,3874,3233867,2315,3233867,3094,3233867,4653,3233867,757,3233867,757,3233867,17415,562,253,209,3729,1933,1454,825,483,
00:53:47 12/17/25,74625,44000,92750,62065,51875,40980,81905,50174,63053,41965,92112,54223,53117,41030,81224,50075,60211,41442,87248,52487,53353,40920,78570,49755,67844,41317,83512,51789,50833,40892,74349,49126,54048,41369,79594,50397,36387,4042334,1627,4042334,813,4042334,854,4042334,1627,4042334,15531,4042334,854,4042334,3172,4042334,24051,693,2320,1227,1626,1781,5275,874,363,
00:53:57 12/17/25,81125,44000,92750,62115,55144,40980,81905,50202,75390,41965,92112,54271,65971,41030,81224,50096,62497,41442,87248,52518,55481,40920,78570,49769,54837,41317,83512,51818,51860,40892,74349,49137,52799,41369,79594,50415,50906,4042334,3990,4042334,3354,3233867,906,3233867,5714,4042334,3402,4042334,904,4042334,1809,3233867,26134,458,4079,4786,2081,1603,508,866,459,
00:54:07 12/17/25,77875,44000,92750,62170,55592,40980,81905,50238,65314,41965,92112,54306,58132,41030,81224,50119,63289,41442,87248,52547,54626,40920,78570,49792,64283,41317,83512,51840,54272,40892,74349,49153,56106,41369,79594,50432,12618,3233867,2684,3233867,2684,3233867,4212,4042334,2636,3233867,35512,4042334,4980,3233867,1159,3233867,24375,1012,2089,2255,2439,1370,3266,1522,967,
00:54:17 12/17/25,78625,44000,92750,62223,50981,40980,81905,50254,57869,41965,92112,54339,52059,41030,81224,50133,66066,41442,87248,52581,53851,40920,78570,49805,59077,41317,83512,51875,53721,40892,74349,49170,60355,41369,79594,50451,15775,3233867,16545,4042334,15005,3233867,10384,3233867,7327,3233867,11153,3233867,6531,4042334,13463,4042334,28438,328,303,641,4228,2013,1478,1534,2739,
00:54:27 12/17/25,77625,44000,92750,62281,53122,40980,81905,50268,62078,41965,92112,54368,53573,41030,81224,50149,60740,41442,87248,52616,56037,40920,78570,49826,59394,41317,83512,51904,51451,40892,74349,49186,53513,41369,79594,50466,2819,4042334,475,4042334,1256,4042334,2814,4042334,2033,4042334,2033,3233867,1251,4042334,1251,4042334,17162,770,1604,918,2356,2753,2482,882,498,
00:54:37 12/17/25,72375,44000,92750,62323,51654,40980,81905,50276,57049,41965,92112,54389,51216,41030,81224,50158,54461,41442,87248,52640,50626,40920,78570,49837,54863,41317,83512,51923,51559,40892,74349,49194,54047,41369,79594,50478,4428,4042334,7477,3233867,2903,3233867,2189,4042334,2951,4042334,7572,4042334,8236,4042334,7474,3233867,17685,1005,1289,928,912,754,1602,1899,1682,
00:54:47 12/17/25,62250,44000,92750,62335,48937,40980,81905,50278,51975,41965,92112,54389,48205,41030,81224,50157,50414,41442,87248,52639,48022,40920,78570,49835,52516,41317,83512,51928,49719,40892,74349,49200,52673,41369,79594,50488,1488,3233867,1488,3233867,0,3233867,714,3233867,714,3233867,1488,4042334,13039,3233867,14646,4042334,14173,766,696,445,361,347,1255,1855,1884,
00:54:57 12/17/25,67125,44000,92750,62348,46961,40980,81905,50271,53834,41965,92112,54401,47456,41030,81224,50152,55808,41442,87248,52651,48553,40920,78570,49833,51373,41317,83512,51927,47907,40892,74349,49198,48359,41369,79594,50485,1691,3233867,2611,4042334,2611,3233867,4153,4042334,7236,4042334,1840,3233867,971,4042334,4829,3233867,16340,162,884,322,2701,1069,1167,1020,271,
00:55:07 12/17/25,67750,44000,92750,62362,49932,40980,81905,50269,61394,41965,92112,54414,50865,41030,81224,50153,52670,41442,87248,52656,48622,40920,78570,49832,48367,41317,83512,51923,46465,40892,74349,49194,47417,41369,79594,50482,1045,4042334,14815,3233867,2052,3233867,7115,4042334,2523,4042334,1757,3233867,992,4042334,4819,3233867,17542,832,3144,1789,890,892,168,327,229,
00:55:17 12/17/25,68625,44000,92750,62382,47388,40980,81905,50259,56944,41965,92112,54432,49929,41030,81224,50146,51560,41442,87248,52663,51261,40920,78570,49828,49004,41317,83512,51916,47015,40892,74349,49185,48441,41369,79594,50475,2783,3233867,2155,3233867,1257,4042334,5049,3233867,2735,3233867,1208,3233867,3499,3233867,1971,3233867,15103,158,1999,1450,851,2315,323,491,747,
00:55:27 12/17/25,69500,44000,92750,62405,50499,40980,81905,50249,61944,41965,92112,54453,49517,41030,81224,50141,51191,41442,87248,52664,47251,40920,78570,49820,48161,41317,83512,51909,45827,40892,74349,49176,47480,41369,79594,50467,1515,3233867,1515,4042334,1515,3233867,0,3233867,729,3233867,6958,3233867,727,3233867,1455,3233867,16773,1356,3396,1435,481,624,306,405,420,
00:55:37 12/17/25,68875,44000,92750,62426,47335,40980,81905,50241,59870,41965,92112,54472,47645,41030,81224,50136,54381,41442,87248,52665,48654,40920,78570,49812,48931,41317,83512,51905,47299,40892,74349,49167,47994,41369,79594,50459,1393,3233867,3698,3233867,4442,4042334,1825,4042334,5956,3233867,575,4042334,0,3233867,575,3233867,15339,304,2497,558,1867,1301,275,945,458,
00:55:47 12/17/25,69125,44000,92750,62449,48065,40980,81905,50231,61190,41965,92112,54490,49829,41030,81224,50132,53765,41442,87248,52666,49502,40920,78570,49808,52074,41317,83512,51898,47298,40892,74349,49159,48941,41369,79594,50451,430,3233867,9811,4042334,997,3233867,2776,4042334,1262,4042334,481,4042334,240,3233867,3581,4042334,15541,281,2946,1332,956,1194,1458,675,499,
00:55:57 12/17/25,70250,44000,92750,62470,48193,40980,81905,50224,64062,41965,92112,54513,49064,41030,81224,50128,52674,41442,87248,52676,48669,40920,78570,49804,52480,41317,83512,51897,48256,40892,74349,49155,49287,41369,79594,50446,1689,3233867,4005,4042334,7093,3233867,1689,4042334,1616,3233867,1689,3233867,72,3233867,145,4042334,16313,305,3749,891,281,738,1573,1032,453,
00:56:07 12/17/25,70500,44000,92750,62492,47410,40980,81905,50220,64209,41965,92112,54532,48198,41030,81224,50128,53451,41442,87248,52679,48762,40920,78570,49801,53990,41317,83512,51897,47573,40892,74349,49151,48923,41369,79594,50442,766,4042334,5424,4042334,3131,3233867,6995,3233867,5426,4042334,3133,3233867,2361,3233867,3133,3233867,16918,105,3668,498,372,1047,2078,520,135,
00:56:17 12/17/25,68000,44000,92750,62519,47430,40980,81905,50216,53375,41965,92112,54553,47852,41030,81224,50125,50241,41442,87248,52684,48474,40920,78570,49798,48424,41317,83512,51894,49974,40892,74349,49150,47628,41369,79594,50441,10409,1856479,29067,1856479,14315,1547066,29844,1547066,4998,1547066,1116,1547066,1892,1547066,558,1547066,6594,348,1279,475,665,686,353,1855,248,
00:56:27 12/17/25,54750,44000,92750,62510,45472,40980,81905,50202,46611,41965,92112,54529,45249,41030,81224,50110,44998,41442,87248,52662,44401,40920,78570,49783,44417,41317,83512,51873,44195,40892,74349,49136,44341,41369,79594,50423,5810,1856479,21442,1856479,3439,1547066,4221,1547066,308,1547066,1090,1547066,308,1547066,1090,1547066,4971,438,579,453,150,4,4,4,14,
00:56:37 12/17/25,48875,44000,92750,62474,43950,40980,81905,50183,45197,41965,92112,54501,43561,41030,81224,50090,43647,41442,87248,52634,43152,40920,78570,49763,43177,41317,83512,51846,42962,40892,74349,49117,43097,41369,79594,50401,16255,1547066,3798,1856479,1912,1547066,2165,1547066,2165,1547066,2165,1547066,2165,1547066,302,1547066,4890,363,571,153,49,4,4,4,12,
00:56:47 12/17/25,46750,44000,92750,62427,44869,40980,81905,50166,45905,41965,92112,54472,44450,41030,81224,50071,44154,41442,87248,52606,43872,40920,78570,49743,43770,41317,83512,51820,43644,40892,74349,49099,43698,41369,79594,50379,2103,1856479,0,1856479,5759,1547066,1100,1547066,0,1547066,0,1547066,0,1547066,550,1547066,4875,472,612,290,4,4,4,4,14,
00:56:57 12/17/25,46875,44000,92750,62377,45504,40980,81905,50149,46155,41965,92112,54445,44843,41030,81224,50053,45555,41442,87248,52581,44368,40920,78570,49725,44432,41317,83512,51795,44165,40892,74349,49083,44246,41369,79594,50359,15109,1856479,30635,1856479,8899,1547066,2690,1547066,2640,1547066,2640,1547066,2640,1547066,1932,1547066,5134,523,391,203,493,12,11,11,20,
00:57:07 12/17/25,47250,44000,92750,62329,45161,40980,81905,50135,45974,41965,92112,54419,45107,41030,81224,50038,44578,41442,87248,52556,44490,40920,78570,49709,44385,41317,83512,51772,44355,40892,74349,49067,44331,41369,79594,50339,8727,1856479,14924,1547066,3255,1547066,460,1547066,0,1547066,0,1547066,0,1547066,921,1547066,5020,323,490,356,4,4,4,4,14,
00:57:18 12/17/25,47250,44000,92750,62281,46074,40980,81905,50120,46785,41965,92112,54393,45430,41030,81224,50022,45056,41442,87248,52532,44662,40920,78570,49693,44570,41317,83512,51749,44505,40892,74349,49053,44473,41369,79594,50321,17600,1547066,2248,1856479,5319,1856479,786,1547066,859,1547066,859,1547066,859,1547066,859,1547066,5181,613,596,332,99,5,4,4,15,
00:57:28 12/17/25,48875,44000,92750,62236,46474,40980,81905,50108,48143,41965,92112,54371,46219,41030,81224,50009,46776,41442,87248,52511,45249,40920,78570,49678,45249,41317,83512,51728,44885,40892,74349,49039,44935,41369,79594,50303,36293,1856479,9992,1856479,18501,1547066,4578,1547066,0,1547066,0,1547066,0,1547066,742,1547066,5523,500,635,464,563,78,4,4,17,
00:57:38 12/17/25,48250,44000,92750,62198,46744,40980,81905,50098,47495,41965,92112,54351,46403,41030,81224,49999,46190,41442,87248,52493,45389,40920,78570,49666,45242,41317,83512,51709,45099,40892,74349,49028,45042,41369,79594,50288,6699,1856479,6677,1856479,16004,1547066,4376,1547066,0,1547066,0,1547066,0,1547066,1223,1547066,5328,566,502,451,275,4,4,4,12,
00:57:48 12/17/25,48125,44000,92750,62154,46533,40980,81905,50087,46787,41965,92112,54328,46476,41030,81224,49986,45801,41442,87248,52471,45506,40920,78570,49652,45229,41317,83512,51689,45241,40892,74349,49016,45106,41369,79594,50272,6835,1856479,8357,1856479,19018,1547066,3036,1547066,0,1547066,0,1547066,0,1547066,722,1547066,5539,444,414,507,143,5,4,4,14,
00:57:58 12/17/25,49375,44000,92750,62112,47819,40980,81905,50078,48724,41965,92112,54308,47246,41030,81224,49976,46215,41442,87248,52452,45865,40920,78570,49640,45590,41317,83512,51669,45545,40892,74349,49004,45455,41369,79594,50256,2734,1856479,29257,1856479,19080,1856479,15166,1547066,291,1547066,291,1547066,291,1547066,145,1547066,5848,767,778,579,53,4,4,4,13,
00:58:08 12/17/25,49625,44000,92750,62073,47910,40980,81905,50070,48606,41965,92112,54290,48169,41030,81224,49968,47551,41442,87248,52436,46388,40920,78570,49630,46209,41317,83512,51653,46022,40892,74349,48995,45938,41369,79594,50243,23394,1547066,11851,1856479,11080,1856479,16388,1547066,91,1547066,0,1547066,0,1547066,1008,1547066,5826,617,580,799,434,4,5,4,13,
00:58:18 12/17/25,49750,44000,92750,62034,48155,40980,81905,50063,49050,41965,92112,54272,48034,41030,81224,49960,47732,41442,87248,52420,46826,40920,78570,49620,46441,41317,83512,51636,46270,40892,74349,48986,46209,41369,79594,50230,11093,1856479,22053,1547066,31488,1856479,903,1547066,844,1547066,15,1547066,15,1547066,1585,1547066,5846,621,564,598,396,163,4,5,14,
00:58:28 12/17/25,50375,44000,92750,61998,48100,40980,81905,50058,49503,41965,92112,54257,48446,41030,81224,49954,48509,41442,87248,52405,46931,40920,78570,49612,46837,41317,83512,51621,46604,40892,74349,48978,46539,41369,79594,50218,2839,1547066,5207,1856479,34888,1547066,5207,1856479,1041,1547066,520,1547066,520,1547066,520,1547066,6151,448,632,719,544,29,4,4,12,
00:58:38 12/17/25,50500,44000,92750,61963,48087,40980,81905,50052,49815,41965,92112,54243,48023,41030,81224,49949,47919,41442,87248,52393,46916,40920,78570,49605,46840,41317,83512,51607,46634,40892,74349,48971,46617,41369,79594,50207,12384,1856479,27822,1856479,13131,1547066,0,1547066,1534,1547066,1534,1547066,767,1547066,0,1547066,5245,464,714,494,248,4,4,5,11,
00:58:48 12/17/25,50625,44000,92750,61928,48451,40980,81905,50047,49936,41965,92112,54230,48345,41030,81224,49943,47786,41442,87248,52378,47088,40920,78570,49597,46931,41317,83512,51592,46795,40892,74349,48965,46768,41369,79594,50196,9395,1856479,17790,1856479,24683,1547066,943,1547066,943,1547066,943,1547066,943,1547066,471,1547066,5465,483,751,525,145,4,4,5,14,
00:58:58 12/17/25,50625,44000,92750,61893,48244,40980,81905,50042,49981,41965,92112,54217,48087,41030,81224,49937,47801,41442,87248,52364,47050,40920,78570,49589,46923,41317,83512,51578,46778,40892,74349,48958,46734,41369,79594,50186,16576,1547066,19698,1856479,24315,1856479,1999,1547066,1999,1547066,460,1547066,460,1547066,460,1547066,5300,460,703,475,143,4,4,4,12,
00:59:08 12/17/25,51125,44000,92750,61860,48625,40980,81905,50039,50434,41965,92112,54205,48237,41030,81224,49932,48716,41442,87248,52352,48020,40920,78570,49583,47734,41317,83512,51565,47252,40892,74349,48952,47239,41369,79594,50176,11135,1856479,34238,1856479,8042,1547066,1107,1547066,1107,1547066,1878,1547066,337,1547066,489,1547066,5092,419,660,307,298,330,127,8,17,
00:59:18 12/17/25,51000,44000,92750,61827,48921,40980,81905,50035,50325,41965,92112,54194,48960,41030,81224,49927,48332,41442,87248,52338,47549,40920,78570,49576,47335,41317,83512,51552,47200,40892,74349,48946,47131,41369,79594,50167,11041,1547066,11827,1856479,11828,1856479,11063,1547066,0,1547066,0,1547066,0,1547066,512,1547066,5354,507,743,635,235,5,4,4,12,
00:59:28 12/17/25,50750,44000,92750,61795,47979,40980,81905,50030,49247,41965,92112,54181,47617,41030,81224,49923,47596,41442,87248,52326,46548,40920,78570,49570,46373,41317,83512,51539,46141,40892,74349,48940,46101,41369,79594,50157,12949,1856479,12187,1856479,27414,1856479,7620,1547066,7,1547066,768,1547066,1530,1547066,768,1547066,5543,607,686,539,337,98,4,4,10,
00:59:38 12/17/25,48875,44000,92750,61759,46197,40980,81905,50021,46575,41965,92112,54162,45629,41030,81224,49913,45410,41442,87248,52308,45061,40920,78570,49558,44964,41317,83512,51521,44859,40892,74349,48929,44855,41369,79594,50142,5094,1856479,9786,1856479,6658,1856479,5094,1547066,402,1547066,402,1547066,402,1547066,1184,1547066,5938,499,407,198,87,4,4,4,15,
00:59:48 12/17/25,48125,44000,92750,61719,46405,40980,81905,50010,47009,41965,92112,54142,46040,41030,81224,49901,45951,41442,87248,52288,45466,40920,78570,49545,45350,41317,83512,51502,45247,40892,74349,48918,45204,41369,79594,50127,9946,1856479,703,1547066,5277,1547066,0,1547066,0,1547066,0,1547066,0,1547066,0,1547066,4935,420,445,232,167,4,4,4,14,
00:59:58 12/17/25,48250,44000,92750,61678,46422,40980,81905,50000,47272,41965,92112,54121,45977,41030,81224,49889,45847,41442,87248,52269,45592,40920,78570,49533,45433,41317,83512,51484,45416,40892,74349,48907,45337,41369,79594,50112,13265,1547066,12486,1856479,8591,1547066,0,1547066,0,1547066,0,1547066,0,1547066,877,1547066,5039,405,527,119,46,4,4,4,13,
01:00:08 12/17/25,48625,44000,92750,61638,47701,40980,81905,49991,48049,41965,92112,54101,46817,41030,81224,49879,46286,41442,87248,52251,46156,40920,78570,49522,45839,41317,83512,51467,45845,40892,74349,48898,45730,41369,79594,50099,11735,1547066,21790,1856479,14074,1547066,1727,1547066,1727,1547066,1727,1547066,1727,1547066,794,1547066,5321,716,577,263,50,67,13,14,19,
01:00:18 12/17/25,48625,44000,92750,61599,47232,40980,81905,49983,47414,41965,92112,54082,46732,41030,81224,49870,46328,41442,87248,52233,46132,40920,78570,49512,45921,41317,83512,51450,45933,40892,74349,48889,45840,41369,79594,50086,1645,1856479,2450,1856479,3228,1547066,447,1547066,0,1547066,0,1547066,0,1547066,0,1547066,4923,513,408,286,73,4,5,4,12,
01:00:28 12/17/25,48625,44000,92750,61561,47060,40980,81905,49975,47477,41965,92112,54063,46572,41030,81224,49860,46241,41442,87248,52216,46205,40920,78570,49502,45991,41317,83512,51434,46043,40892,74349,48880,45929,41369,79594,50074,18257,1856479,5795,1856479,5019,1547066,0,1547066,0,1547066,0,1547066,0,1547066,1914,1547066,5001,429,450,143,4,4,4,4,12,
01:00:38 12/17/25,49375,44000,92750,61527,48442,40980,81905,49968,49233,41965,92112,54048,47973,41030,81224,49853,46773,41442,87248,52202,46568,40920,78570,49494,46256,41317,83512,51420,46252,40892,74349,48873,46124,41369,79594,50063,10581,1856479,17622,1856479,23098,1547066,1206,1547066,1988,1547066,1988,1547066,1988,1547066,425,1547066,5550,731,741,595,5,4,4,5,11,
01:00:48 12/17/25,50000,44000,92750,61493,48114,40980,81905,49963,49247,41965,92112,54032,47991,41030,81224,49847,48291,41442,87248,52187,47194,40920,78570,49486,46932,41317,83512,51406,46688,40892,74349,48866,46604,41369,79594,50052,9361,1856479,21121,1856479,11663,1856479,8489,1547066,0,1547066,0,1547066,0,1547066,0,1547066,6199,530,584,485,473,178,55,4,14,
01:00:58 12/17/25,50875,44000,92750,61460,49517,40980,81905,49960,50092,41965,92112,54019,49225,41030,81224,49843,49254,41442,87248,52175,48171,40920,78570,49480,48096,41317,83512,51393,47589,40892,74349,48860,47227,41369,79594,50042,17613,1856479,11393,1856479,9843,1547066,5194,1547066,2094,1547066,2869,1547066,2145,1547066,1316,1547066,6385,709,571,628,560,281,258,190,15,
01:01:08 12/17/25,50875,44000,92750,61428,48882,40980,81905,49956,50711,41965,92112,54007,48609,41030,81224,49839,48759,41442,87248,52163,47500,40920,78570,49474,47434,41317,83512,51381,47193,40892,74349,48855,47157,41369,79594,50034,11525,1856479,13823,1547066,13049,1856479,2989,1547066,0,1547066,0,1547066,0,1547066,0,1547066,5715,559,768,537,392,4,5,4,14,
